Model,href,Exterior color,Interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,VIN,Stock #,Mileage,Accidents or damage,1-owner vehicle,Personal use only,Price
2016 Toyota Tacoma Limited,/vehicledetail/a2e8d10c-b99b-4ee8-9c0f-ce92de601e7b/,Magnetic Gray Metallic,Gray,Four-wheel Drive,"18–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,3TMGZ5AN5GM034809,4296824B,"69,794 mi.",None reported,Yes,No,"$33,500"
2013 Nissan Maxima SV,/vehicledetail/405f9b40-0d61-4423-9db9-7fe136b624d2/,Tuscan Sun Metallic,Charcoal,Front-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,"VQ 3.5L V-6 DOHC, variable valve control, engine with 290HP",1N4AA5AP9DC817746,817746,"91,200 mi.",None reported,Yes,No,"$13,495"
2021 BMW M8 Gran Coupe Gran Coupe,/vehicledetail/9ccd4bd9-1db0-424e-ab04-0b3f6639dc15/,Barcelona Blue Metallic,Silverstone,All-wheel Drive,"15–21



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSGV0C07MCF24600,CF24600,"23,659 mi.",None reported,Yes,No,"$95,000"
2019 Mercedes-Benz GLC 300 4MATIC Coupe,/vehicledetail/2fb0e39a-f0d9-4c41-a9ff-048076d04829/,Gray Metallic,Cranberry Red,All-wheel Drive,"21–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0J4KB2KF667701,BR68399T,"17,959 mi.",None reported,Yes,Yes,"$45,697"
2019 Mercedes-Benz CLS 450 Base 4MATIC,/vehicledetail/7f02ed5f-1187-47ba-becc-698dd84c791b/,Selenite Gray Metallic,Black,All-wheel Drive,"23–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WDD2J5KB9KA028027,BP2221,"28,718 mi.",None reported,No,No,"$49,988"
2008 Mercedes-Benz CL-Class CL 63 AMG,/vehicledetail/b6b88043-7e1d-4a61-886b-fffd43dbcfa7/,Majestic Black Metallic,Black,Rear-wheel Drive,"11–18



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic,6.2L V8 32V MPFI DOHC,WDDEJ77X58A010081,HL6632,"45,913 mi.",None reported,No,No,"$27,995"
2017 BMW i8 Base,/vehicledetail/9ea88377-cf86-47e3-ad02-584f3a4c0fb2/,Sophisto Gray Metallic,Giga Amido,All-wheel Drive,–,Hybrid,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,WBY2Z2C34HV676674,HB13983,"23,616 mi.",None reported,Yes,No,"$69,988"
2016 MINI Convertible Cooper,/vehicledetail/328063ca-fdde-4d7d-a29c-badee46f6237/,Pepper White,Carbon Black,Front-wheel Drive,"27–38



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed,1.5L I3 12V GDI DOHC Turbo,WMWWG5C56G3C19631,NW247688A,"69,305 mi.",At least 1 accident or damage reported,No,Yes,"$17,995"
2012 Mercedes-Benz Sprinter High Roof,/vehicledetail/67a16c54-7d95-40df-a570-25fe99439dec/,Silver,Black,Rear-wheel Drive,–,Diesel,5-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,WDZPE8CC3C5631949,5631949G,"82,511 mi.",None reported,No,Yes,"$39,995"
2017 Honda Civic EX-L,/vehicledetail/c0db2ae4-1bdf-47c7-a461-a12c6d61ff1d/?attribution_type=isa,Black,–,Front-wheel Drive,"32–42



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F7XHE208546,25486,"25,023 mi.",None reported,Yes,No,"$22,852"
2022 Toyota Tundra Hybrid TRD Pro,/vehicledetail/6e163d22-cbef-4695-a308-7d7a37697061/,Solar,Black,Four-wheel Drive,–,Hybrid,10-Speed Automatic with Overdrive,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFPC5DB9NX010006,1280481,"5,122 mi.",None reported,Yes,Yes,"$82,452"
2020 BMW X7 xDrive40i,/vehicledetail/caf1492b-0131-432b-bfcd-6df2100e7899/,Arctic Gray Metallic,Black,All-wheel Drive,"20–25



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C08L9B56520,2PB56520,"34,290 mi.",None reported,Yes,Yes,"$59,998"
2020 Mazda CX-5 Grand Touring,/vehicledetail/1a246c78-2bee-4ae7-a832-ad9c5cf90481/,Deep Crystal Blue Mica,Black,All-wheel Drive,"24–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM5L0801888,MC23Z037,"24,008 mi.",None reported,Yes,Yes,"$28,424"
2017 Nissan Armada Platinum,/vehicledetail/e8f0b74c-2994-406f-bac9-91474d9709f0/,White,Charcoal,Rear-wheel Drive,"14–19



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AY2NF1H9302382,GW1154TB,"74,357 mi.",At least 1 accident or damage reported,Yes,No,"$24,995"
2017 INFINITI Q70L 3.7X,/vehicledetail/f108681a-bb6b-4b18-94dd-f1011e55e09d/,Hermosa Blue,Black,All-wheel Drive,"18–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1BY1PR4HM210555,IQ0555,"46,966 mi.",None reported,Yes,No,"$27,995"
2016 Lexus ES 350 Base,/vehicledetail/8d963506-6637-435f-8928-126c8fb586b1/,–,–,Front-wheel Drive,"21–31



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,JTHBK1GG1G2217467,54AG780T,"107,145 mi.",None reported,Yes,No,"$21,998"
2010 Lexus IS 350C ,/vehicledetail/f8123465-3c1c-4490-888b-09ab623915ae/,Red,Black,Rear-wheel Drive,"18–25



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHFE2C22A2504395,16372,"26,677 mi.",None reported,No,No,"$29,977"
2018 Lexus LS 500 LS 500 F Sport,/vehicledetail/2ce39004-ef48-4850-9d50-ebdb75b35f67/,Atomic Silver,Parchment,Rear-wheel Drive,"19–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,JTHB5LFF4J5000495,5000495L,"38,530 mi.",At least 1 accident or damage reported,Yes,Yes,"$50,857"
2014 Lexus IS 250 Base,/vehicledetail/dfb01ecd-7d4a-4a75-8a0f-c13d4bf440f2/,WHITE,BLACK,All-wheel Drive,"20–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,"2.5L V-6 gasoline direct injection, DOHC, VVT-i variable valve c",JTHCF1D20E5000215,10765,"119,422 mi.",None reported,No,Yes,"$19,495"
2021 Lexus RX 350L Premium,/vehicledetail/24b60086-1afb-4260-9522-e8f68c79ec36/,Nebula Gray Pearl,Black,Front-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,JTJHZKEA5M2018734,20770,"34,385 mi.",None reported,Yes,Yes,"$48,000"
2009 Lexus SC 430 ,/vehicledetail/d72a65f4-650c-455b-b315-e080759bb14c/,Smoky Granite Mica,Black,Rear-wheel Drive,"16–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,4.3L V8 32V MPFI DOHC,JTHFN45YX99021009,BTK0566F,"91,396 mi.",At least 1 accident or damage reported,Yes,No,"$17,001"
2013 Lexus LX 570 Base,/vehicledetail/54059f6b-8ea5-412c-93d2-bcb451dabc54/,Starfire Pearl,Parchment,Four-wheel Drive,"12–17



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJHY7AX9D4102084,4102084A,"88,904 mi.",None reported,Yes,Yes,"$37,869"
2017 Lexus RC 200t Base,/vehicledetail/b6a75c42-5269-45c8-a50c-bd2fead6ec50/,Eminent White Pearl,–,Rear-wheel Drive,"22–32



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTHHA5BC3H5006005,42730A,"43,646 mi.",None reported,No,Yes,"$28,995"
2013 Lexus LS 460 L,/vehicledetail/fa25f40e-681b-48a6-a681-f08310b73e67/,Starfire Pearl,Black,Rear-wheel Drive,"16–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,"4.6L V-8 port/direct injection, DOHC, VVT-iE variable valve cont",JTHGL5EF0D5047990,D5047990,"74,892 mi.",At least 1 accident or damage reported,Yes,Yes,"$27,900"
2020 Lexus GS 350 GS 350,/vehicledetail/1ff6f1ad-2bd3-4cf4-be27-fa2764ef5089/,Liquid Platinum,Chateau,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHFZ1CL5LA012637,D38526TA,"24,832 mi.",None reported,Yes,Yes,"$45,988"
2020 Lexus GX 460 Base,/vehicledetail/d47ca129-f5ac-4e1d-bf4c-fb7316ae49a2/,White Pearl,Black,Four-wheel Drive,"15–19



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX3L5251658,PC016272A,"20,217 mi.",None reported,No,Yes,"$46,784"
2010 Lincoln MKX Base,/vehicledetail/939ee19f-2fbe-4ce6-854b-cb24325f6562/,Ingot Silver Metallic,Medium Light Stone,All-wheel Drive,"15–22



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2LMDJ8JC7ABJ05088,63280B,"169,085 mi.",None reported,No,Yes,"$8,997"
2018 Audi S5 3.0T Prestige,/vehicledetail/15d15c44-91ef-4a66-ae52-8680617de7ad/,Mythos Black Metallic,Black,All-wheel Drive,"21–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUR4AF59JA047119,JA047119,"83,734 mi.",None reported,Yes,No,"$35,995"
2006 Mercedes-Benz SLR McLaren Base,/vehicledetail/6e70b2dd-8d2d-431c-8cc3-19aa035aea06/,Black,Black,Rear-wheel Drive,"13–17



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Automatic,5.4L V8 24V MPFI SOHC Supercharged,WDDAJ76F66M000968,MU26133,"9,945 mi.",None reported,No,No,"$399,999"
2020 Lexus RX 350 ,/vehicledetail/adfa3803-f93c-4f27-bbbf-eab418d397b6/,Eminent White Pearl,Black,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMDAXLC226170,LC226170H,"28,451 mi.",None reported,Yes,Yes,"$46,928"
2021 Lincoln Nautilus Reserve,/vehicledetail/1985f6e7-242a-4afd-994a-f022cf85b255/,Burgundy,Sandstone,All-wheel Drive,"20–25



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8K98MBL01741,C23115A,"32,954 mi.",None reported,Yes,Yes,"$39,995"
2018 Lexus RX 350 350,/vehicledetail/e896bac1-0598-4f2d-85e9-43bb752ba497/,White,Brown,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA2JC138622,TJC138622,"45,843 mi.",At least 1 accident or damage reported,Yes,Yes,"$40,000"
2020 Volkswagen Atlas 3.6L SE w/Technology,/vehicledetail/f642fb69-d82c-4ea8-82cc-3847d41453f7/,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,"17–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2FR2CA7LC503378,LC503378,"34,668 mi.",None reported,Yes,Yes,"$31,997"
2023 BMW 330 i xDrive,/vehicledetail/3ebd6960-f6d6-4590-a66f-06c2ec6fcc9f/,Mineral White Metallic,Tacora Red,All-wheel Drive,–,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW89FF00P8D11105,B76144B,"2,818 mi.",None reported,Yes,Yes,"$48,995"
2021 Volkswagen Tiguan 2.0T SE,/vehicledetail/92bba637-4262-4d38-b10d-2a247dcec947/,Pyrite Silver Metallic,Black,Front-wheel Drive,"23–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV3B7AX4MM122537,MM122537,"24,781 mi.",None reported,Yes,Yes,"$28,995"
2020 Lincoln Navigator L Black Label,/vehicledetail/930d77aa-6c94-46c9-93fa-bd78177acde1/,Silver Radiance,Russet,Four-wheel Drive,–,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ3TT7LEL05665,LEL05665,"50,841 mi.",None reported,No,Yes,"$62,500"
2006 Lincoln Mark LT ,/vehicledetail/8dd40411-748f-4c46-9423-a9628da9e055/,Silver Clearcoat Metallic,Light Parchment,Four-wheel Drive,"14–18



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,4-Speed Automatic,5.4L V8 24V MPFI SOHC,5LTPW18506FJ21973,6FJ21973F,"118,086 mi.",None reported,Yes,No,"$13,499"
2023 Hyundai Santa Cruz 2.5T Limited,/vehicledetail/496272e4-894a-4a77-9f37-717e7cc508d8/,Sage Gray,Black,All-wheel Drive,–,Gasoline,SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF8PH059537,51959A,"1,171 mi.",None reported,Yes,Yes,"$41,980"
2022 Toyota Tundra Hybrid 1794 Edition,/vehicledetail/fdc63c44-f28d-4fe1-ab8e-8992222dff57/,Midnight Black Metallic,Saddle Tan,Four-wheel Drive,–,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFMC5DB4NX010918,T3N010918,"5,402 mi.",None reported,Yes,Yes,"$69,493"
2021 Volkswagen ID.4 Pro S,/vehicledetail/34e91cbd-850e-4dfe-a821-3afadb445226/?attribution_type=isa,Glacier White,Black,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,WVGTMPE25MP061888,K18803A,"11,161 mi.",None reported,Yes,Yes,Yes,"$37,499"
2023 BMW X5 M50i,/vehicledetail/7b485662-6ae9-48b1-95bc-9d6c81b402d2/,Tanzanite Blue II Metallic,Tartufo,All-wheel Drive,–,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXJU4C07P9N50764,230588A,"4,725 mi.",At least 1 accident or damage reported,Yes,Yes,"$79,888"
2020 Toyota Sequoia Platinum,/vehicledetail/a0fdf78e-0c13-4075-977d-9cffd848fd34/,White,Black,Four-wheel Drive,"13–17



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TDDY5G17LS181234,12ULS181234,"21,949 mi.",None reported,Yes,No,"$65,000"
2009 Toyota Tundra Grade 5.7L V8 w/FFV (A6),/vehicledetail/54b6d9fa-c354-4ff3-aa2c-0ef778e88d9f/,Black,–,Four-wheel Drive,"13–17



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",–,6-Speed Automatic,5.7L V8 32V DOHC Flexible Fuel,5TFBW541X9X089880,089880,"182,853 mi.",None reported,No,No,"$12,994"
2021 Tesla Model 3 Standard Range Plus,/vehicledetail/457ac237-7e52-4e8e-a30e-bf1a6c1a430b/,Black,White/Black,Rear-wheel Drive,Electric,Automatic,Electric Motor,5YJ3E1EA4MF978692,P1064,"25,095 mi.",None reported,Yes,Yes,Yes,"$36,888"
2023 Mazda CX-50 2.5 Turbo,/vehicledetail/37646f08-2ba6-4283-93a6-459d41081440/,Machine Gray Metallic,Terracotta,All-wheel Drive,–,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,7MMVABXY2PN117084,K23462A,"1,500 mi.",None reported,Yes,Yes,"$35,000"
2022 Subaru Forester Sport,/vehicledetail/5ee51fef-7a5d-40db-913c-48859f5500aa/,Crystal White Pearl,Gray,All-wheel Drive,"26–33



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAJC8NH431312,MNH431312,"19,186 mi.",None reported,Yes,Yes,"$33,298"
2022 Volvo S60 B5 Inscription,/vehicledetail/6ff76f50-d1cb-4437-b2f7-64401d55ab85/,Black Stone,Charcoal,Front-wheel Drive,"26–35



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7JRL12FL2NG165880,K6258,"9,900 mi.",None reported,No,Yes,"$36,999"
